seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr21	43135957	43136454	498	*	X06476	150135	43131680	43135935	4256	-	21	upstream	21	LINC00479
chr21	43135957	43136454	498	*	X06476	54089	43136596	43137742	1147	+	141	upstream	141	LINC00112
chr21	43187216	43187450	235	*	X06478	54101	43159529	43187249	27721	-	0	overlapStart	0	RIPK4
chr21	43430021	43430301	281	*	X06479	49854	43406940	43430496	23557	-	0	inside	194	ZBTB21
chr21	43916267	43916468	202	*	X06480	89765	43892597	43916401	23805	-	0	overlapStart	0	RSPH1
chr21	43916624	43916758	135	*	X06481	89765	43892597	43916401	23805	-	222	upstream	222	RSPH1
chr21	44394237	44394437	201	*	X06483	5316	44394643	44453688	59046	+	205	upstream	205	PKNOX1
chr21	44394688	44394831	144	*	X06484	5316	44394643	44453688	59046	+	0	inside	44	PKNOX1
chr21	45758895	45759408	514	*	X06486	755	45748827	45759285	10459	-	0	overlapStart	0	CFAP410
chr21	46237716	46237763	48	*	X06488	6612	46225532	46238044	12513	-	0	inside	280	SUMO3
chr21	46293535	46293697	163	*	X06489	754	46269500	46293818	24319	-	0	inside	120	PTTG1IP
chr21	46293907	46293930	24	*	X06490	754	46269500	46293818	24319	-	88	upstream	88	PTTG1IP
chr21	47604508	47604688	181	*	X06491	84221	47581062	47604373	23312	-	134	upstream	134	SPATC1L
chr21	47648643	47648714	72	*	X06492	114044	47649158	47671743	22586	+	443	upstream	443	MCM3AP-AS1
chr21	47648643	47648714	72	*	X06492	4047	47608360	47648738	40379	-	0	inside	23	LSS
chr21	47743761	47744107	347	*	X06493	5116	47744036	47865682	121647	+	0	overlapStart	0	PCNT
chr21	47743761	47744107	347	*	X06493	54058	47720344	47743785	23442	-	0	overlapStart	0	C21orf58
chr21	47744525	47744799	275	*	X06494	54058	47720344	47743785	23442	-	739	upstream	739	C21orf58
chr21	47744372	47744461	90	*	X06495	54058	47720344	47743785	23442	-	586	upstream	586	C21orf58
chr21	47878432	47878690	259	*	X06496	23181	47878862	47989926	111065	+	171	upstream	171	DIP2A
chr21	47878817	47878941	125	*	X06497	23181	47878862	47989926	111065	+	0	overlapStart	0	DIP2A
chr21	48055377	48055604	228	*	X06498	3275	48055507	48085155	29649	+	0	overlapStart	0	PRMT2
chr7	192242	192444	203	*	X06500	56975	192969	300740	107772	+	524	upstream	524	FAM20C
chr7	559563	560069	507	*	X06502	441307	560028	564869	4842	+	0	overlapStart	0	HRAT92
chr7	559563	560069	507	*	X06502	5154	536897	559481	22585	-	81	upstream	81	PDGFA
chr7	558647	559238	592	*	X06503	441307	560028	564869	4842	+	789	upstream	789	HRAT92
chr7	558647	559238	592	*	X06503	5154	536897	559481	22585	-	0	inside	242	PDGFA
chr7	766177	766411	235	*	X06507	54919	766338	826116	59779	+	0	overlapStart	0	DNAAF5
chr7	1014987	1015243	257	*	X06516	11033	937537	1015235	77699	-	0	overlapStart	0	ADAP1
chr7	1014987	1015243	257	*	X06516	90639	1004486	1015235	10750	-	0	overlapStart	0	COX19
chr7	1177643	1178217	575	*	X06522	84310	1036623	1177893	141271	-	0	overlapStart	0	C7orf50
chr7	1199685	1199903	219	*	X06523	90637	1192543	1199855	7313	-	0	overlapStart	0	ZFAND2A
chr7	1199974	1200206	233	*	X06524	90637	1192543	1199855	7313	-	118	upstream	118	ZFAND2A
chr7	1499055	1499201	147	*	X06527	79778	1473995	1499109	25115	-	0	overlapStart	0	MICALL2
chr7	1499602	1499657	56	*	X06528	79778	1473995	1499109	25115	-	492	upstream	492	MICALL2
chr7	1543833	1544310	478	*	X06531	26173	1509913	1544018	34106	-	0	overlapStart	0	INTS1
chr7	1570024	1570219	196	*	X06533	7975	1570368	1582679	12312	+	148	upstream	148	MAFK
chr7	1595583	1596135	553	*	X06537	202915	1581871	1596066	14196	-	0	overlapStart	0	TMEM184A
chr7	2281629	2281951	323	*	X06539	29960	2273926	2281833	7908	-	0	overlapStart	0	MRM2
chr7	2281629	2281951	323	*	X06539	4521	2281857	2290780	8924	+	0	overlapStart	0	NUDT1
chr7	2353829	2354114	286	*	X06540	29886	2291405	2354099	62695	-	0	overlapStart	0	SNX8
chr7	2354234	2354606	373	*	X06541	29886	2291405	2354099	62695	-	134	upstream	134	SNX8
chr7	2394267	2394726	460	*	X06542	8662	2394474	2420377	25904	+	0	overlapStart	0	EIF3B
chr7	2442855	2442976	122	*	X06543	55501	2443195	2474216	31022	+	218	upstream	218	CHST12
chr7	2443192	2443318	127	*	X06544	55501	2443195	2474216	31022	+	0	overlapStart	0	CHST12
chr7	2595113	2595571	459	*	X06548	221927	2577444	2595392	17949	-	0	overlapStart	0	BRAT1
chr7	2598463	2598994	532	*	X06549	23288	2598632	2654368	55737	+	0	overlapStart	0	IQCE
chr7	2671114	2671256	143	*	X06550	80727	2671603	2704436	32834	+	346	upstream	346	TTYH3
chr7	2671713	2671763	51	*	X06551	80727	2671603	2704436	32834	+	0	inside	109	TTYH3
chr7	2884262	2884391	130	*	X06553	2768	2767741	2883959	116219	-	302	upstream	302	GNA12
chr7	4681205	4681960	756	*	X06555	221937	4683388	4811074	127687	+	1427	upstream	1427	FOXK1
chr7	4814870	4815324	455	*	X06559	9907	4815262	4834026	18765	+	0	overlapStart	0	AP5Z1
chr7	5013449	5013912	464	*	X06560	441191	5013616	5037800	24185	+	0	overlapStart	0	RNF216P1
chr7	5085228	5085610	383	*	X06561	57786	5085452	5109119	23668	+	0	overlapStart	0	RBAK
chr7	5229597	5229973	377	*	X06562	26100	5229835	5273486	43652	+	0	overlapStart	0	WIPI2
chr7	5553280	5553693	414	*	X06567	80028	5515428	5553399	37972	-	0	overlapStart	0	FBXL18
chr7	5821111	5821512	402	*	X06571	54476	5659672	5821361	161690	-	0	overlapStart	0	RNF216
chr7	5862629	5862746	118	*	X06572	401303	5862791	5894066	31276	+	44	upstream	44	ZNF815P
chr7	5862840	5862890	51	*	X06573	401303	5862791	5894066	31276	+	0	inside	48	ZNF815P
chr7	5938230	5938296	67	*	X06574	51622	5938341	5965603	27263	+	44	upstream	44	CCZ1
chr7	6048543	6048662	120	*	X06575	5395	6012870	6048737	35868	-	0	inside	74	PMS2
chr7	6048543	6048662	120	*	X06575	7965	6048882	6063465	14584	+	219	upstream	219	AIMP2
chr7	6049227	6049326	100	*	X06576	5395	6012870	6048737	35868	-	489	upstream	489	PMS2
chr7	6098446	6099006	561	*	X06577	27102	6061878	6098860	36983	-	0	overlapStart	0	EIF2AK1
chr7	6144146	6144367	222	*	X06580	84132	6144550	6201195	56646	+	182	upstream	182	USP42
chr7	6388161	6388800	640	*	X06582	84792	6369040	6388590	19551	-	0	overlapStart	0	FAM220A
chr7	6413773	6414212	440	*	X06583	5879	6414126	6443598	29473	+	0	overlapStart	0	RAC1
chr7	6523665	6523891	227	*	X06586	11014	6500712	6523849	23138	-	0	overlapStart	0	KDELR2
chr7	6523665	6523891	227	*	X06586	221955	6448747	6523849	75103	-	0	overlapStart	0	DAGLB
chr7	6616988	6617221	234	*	X06588	55146	6617065	6628610	11546	+	0	overlapStart	0	ZDHHC4
chr7	6746480	6746715	236	*	X06589	7559	6728064	6746566	18503	-	0	overlapStart	0	ZNF12
chr7	6865755	6865984	230	*	X06590	221960	6838566	6865926	27361	-	0	overlapStart	0	CCZ1B
chr7	7221904	7222549	646	*	X06591	56913	7222246	7288280	66035	+	0	overlapStart	0	C1GALT1
chr7	7606362	7606600	239	*	X06592	54468	7606616	7647110	40495	+	15	upstream	15	MIOS
chr7	7679929	7680546	618	*	X06593	729852	7680342	7918851	238510	+	0	overlapStart	0	UMAD1
chr7	8008085	8008475	391	*	X06594	113263	8008374	8128709	120336	+	0	overlapStart	0	GLCCI1
chr7	10979671	10980267	597	*	X06595	4697	10971580	10979813	8234	-	0	overlapStart	0	NDUFA4
chr7	11013270	11013539	270	*	X06596	9678	11013499	11209250	195752	+	0	overlapStart	0	PHF14
chr7	12250733	12251277	545	*	X06597	54664	12250848	12276890	26043	+	0	overlapStart	0	TMEM106B
chr7	12726119	12727292	1174	*	X06598	10124	12726452	12730558	4107	+	0	overlapStart	0	ARL4A
chr7	16685442	16685777	336	*	X06599	28969	16685759	16746148	60390	+	0	overlapStart	0	BZW2
chr7	16685442	16685777	336	*	X06599	57037	16639401	16685442	46042	-	0	overlapStart	0	ANKMY2
chr7	16685831	16685851	21	*	X06600	28969	16685759	16746148	60390	+	0	inside	71	BZW2
chr7	16685831	16685851	21	*	X06600	57037	16639401	16685442	46042	-	388	upstream	388	ANKMY2
chr7	16793079	16793459	381	*	X06601	27075	16793351	16824161	30811	+	0	overlapStart	0	TSPAN13
chr7	17338021	17338150	130	*	X06603	196	17338276	17385775	47500	+	125	upstream	125	AHR
chr7	17338229	17338476	248	*	X06604	196	17338276	17385775	47500	+	0	overlapStart	0	AHR
chr7	17979826	17980400	575	*	X06607	23161	17830385	17980131	149747	-	0	overlapStart	0	SNX13
chr7	19748452	19748765	314	*	X06608	221830	19735085	19748660	13576	-	0	overlapStart	0	TWISTNB
chr7	20370047	20370690	644	*	X06609	3696	20370325	20455382	85058	+	0	overlapStart	0	ITGB8
chr7	21466619	21467146	528	*	X06610	6671	21467689	21554151	86463	+	542	upstream	542	SP4
chr7	21467378	21467940	563	*	X06611	6671	21467689	21554151	86463	+	0	overlapStart	0	SP4
chr7	21985122	21985869	748	*	X06612	55536	21940517	21985542	45026	-	0	overlapStart	0	CDCA7L
chr7	23145165	23145461	297	*	X06613	100775104	23140847	23145322	4476	-	0	overlapStart	0	KLHL7-DT
chr7	23145165	23145461	297	*	X06613	55975	23145353	23215038	69686	+	0	overlapStart	0	KLHL7
chr7	23221379	23221745	367	*	X06614	11097	23221446	23240630	19185	+	0	overlapStart	0	NUP42
chr7	23338700	23339086	387	*	X06615	115416	23338940	23349180	10241	+	0	overlapStart	0	MALSU1
chr7	23571478	23571822	345	*	X06616	29896	23544401	23571656	27256	-	0	overlapStart	0	TRA2A
chr7	23636900	23637228	329	*	X06617	90693	23636998	23684327	47330	+	0	overlapStart	0	CCDC126
chr7	25164847	25165408	562	*	X06621	54205	25158270	25164980	6711	-	0	overlapStart	0	CYCS
chr7	25991105	25991166	62	*	X06624	406940	25989539	25989606	68	-	1498	upstream	1498	MIR148A
chr7	26191685	26191898	214	*	X06625	9603	26191847	26226756	34910	+	0	overlapStart	0	NFE2L3
chr7	26240618	26241164	547	*	X06626	11335	26240831	26253227	12397	+	0	overlapStart	0	CBX3
chr7	26240618	26241164	547	*	X06626	3181	26229556	26240413	10858	-	204	upstream	204	HNRNPA2B1
chr7	27135680	27135923	244	*	X06628	100506311	27135713	27139877	4165	+	0	overlapStart	0	HOTAIRM1
chr7	27135680	27135923	244	*	X06628	3198	27132614	27135625	3012	-	54	upstream	54	HOXA1
chr7	27170556	27170720	165	*	X06629	3201	27168126	27170399	2274	-	156	upstream	156	HOXA4
chr7	27702240	27702682	443	*	X06631	11112	27565059	27702620	137562	-	0	overlapStart	0	HIBADH
chr7	27702724	27702833	110	*	X06632	11112	27565059	27702620	137562	-	103	upstream	103	HIBADH
chr7	29603288	29603628	341	*	X06635	222171	29603427	29606911	3485	+	0	overlapStart	0	PRR15
chr7	30066246	30066689	444	*	X06637	55033	30050199	30066417	16219	-	0	overlapStart	0	FKBP14
chr7	30066246	30066689	444	*	X06637	84725	30067977	30157961	89985	+	1287	upstream	1287	PLEKHA8
chr7	30323816	30324898	1083	*	X06639	223082	30323923	30407308	83386	+	0	overlapStart	0	ZNRF2
chr7	30518071	30518556	486	*	X06640	10392	30464143	30518393	54251	-	0	overlapStart	0	NOD1
chr7	30544326	30544823	498	*	X06641	79017	30536237	30544457	8221	-	0	overlapStart	0	GGCT
chr7	30634339	30634913	575	*	X06643	2617	30634181	30673648	39468	+	0	inside	157	GARS1
chr7	30634339	30634913	575	*	X06643	401320	30555926	30634419	78494	-	0	overlapStart	0	GARS-DT
chr7	32534823	32534908	86	*	X06644	23080	32535176	33079036	543861	+	267	upstream	267	AVL9
chr7	32534823	32534908	86	*	X06644	23658	32524945	32534870	9926	-	0	overlapStart	0	LSM5
chr7	32535013	32535397	385	*	X06645	23080	32535176	33079036	543861	+	0	overlapStart	0	AVL9
chr7	32535013	32535397	385	*	X06645	23658	32524945	32534870	9926	-	142	upstream	142	LSM5
chr7	32931023	32931909	887	*	X06647	25948	32907778	32931468	23691	-	0	overlapStart	0	KBTBD2
chr7	32996820	32997195	376	*	X06648	11328	32997005	33046543	49539	+	0	overlapStart	0	FKBP9
chr7	33102164	33102934	771	*	X06649	51251	33053725	33102409	48685	-	0	overlapStart	0	NT5C3A
chr7	33148953	33149040	88	*	X06650	6100	33134410	33149002	14593	-	0	overlapStart	0	RP9
chr7	33149125	33149369	245	*	X06651	6100	33134410	33149002	14593	-	122	upstream	122	RP9
chr7	33168665	33169333	669	*	X06652	27241	33169152	33645680	476529	+	0	overlapStart	0	BBS9
chr7	35077337	35077604	268	*	X06656	23333	34961081	35077653	116573	-	0	inside	48	DPY19L1
chr7	35734454	35734849	396	*	X06657	64224	35672270	35734772	62503	-	0	overlapStart	0	HERPUD2
chr7	35840369	35840964	596	*	X06658	989	35840596	35946715	106120	+	0	overlapStart	0	SEPTIN7
chr7	36192759	36192972	214	*	X06659	80820	36192836	36341152	148317	+	0	overlapStart	0	EEPD1
chr7	36192229	36192613	385	*	X06660	80820	36192836	36341152	148317	+	222	upstream	222	EEPD1
chr7	36429063	36429168	106	*	X06662	54443	36429432	36493400	63969	+	263	upstream	263	ANLN
chr7	38217574	38218198	625	*	X06663	83930	38217808	38270272	52465	+	0	overlapStart	0	STARD3NL
chr7	39662806	39663498	693	*	X06664	5898	39663152	39747723	84572	+	0	overlapStart	0	RALA
chr7	39988884	39989055	172	*	X06665	8621	39989959	40136733	146775	+	903	upstream	903	CDK13
chr7	39989674	39989970	297	*	X06666	8621	39989959	40136733	146775	+	0	overlapStart	0	CDK13
chr7	42971709	42971811	103	*	X06670	5683	42956462	42971805	15344	-	0	overlapStart	0	PSMA2
chr7	42971709	42971811	103	*	X06670	64983	42971939	42977453	5515	+	127	upstream	127	MRPL32
chr7	42971709	42971811	103	*	X06670	79020	42948872	42971805	22934	-	0	overlapStart	0	C7orf25
chr7	42971923	42972077	155	*	X06671	5683	42956462	42971805	15344	-	117	upstream	117	PSMA2
chr7	42971923	42972077	155	*	X06671	64983	42971939	42977453	5515	+	0	overlapStart	0	MRPL32
chr7	42971923	42972077	155	*	X06671	79020	42948872	42971805	22934	-	117	upstream	117	C7orf25
chr7	43622701	43623057	357	*	X06672	9263	43622692	43666978	44287	+	0	inside	8	STK17A
chr7	43798149	43798308	160	*	X06674	644	43798272	43846941	48670	+	0	overlapStart	0	BLVRA
chr7	43908932	43909106	175	*	X06675	64951	43906157	43909145	2989	-	0	inside	38	MRPS24
chr7	43909218	43909413	196	*	X06676	64951	43906157	43909145	2989	-	72	upstream	72	MRPS24
chr7	43966024	43966430	407	*	X06677	51619	43966035	43995735	29701	+	0	overlapStart	0	UBE2D4
chr7	43966024	43966430	407	*	X06677	55665	43915501	43965996	50496	-	27	upstream	27	URGCP
chr7	44058609	44058778	170	*	X06678	84820	43980494	44058748	78255	-	0	overlapStart	0	POLR2J4
chr7	44084088	44084450	363	*	X06679	28988	44084239	44101315	17077	+	0	overlapStart	0	DBNL
chr7	44121930	44122107	178	*	X06680	27434	44111847	44122129	10283	-	0	inside	21	POLM
chr7	44122300	44122601	302	*	X06681	27434	44111847	44122129	10283	-	170	upstream	170	POLM
chr7	44162843	44163200	358	*	X06682	5425	44154279	44163169	8891	-	0	overlapStart	0	POLD2
chr7	44163358	44163495	138	*	X06683	5425	44154279	44163169	8891	-	188	upstream	188	POLD2
chr7	44240514	44240859	346	*	X06684	10652	44240578	44253893	13316	+	0	overlapStart	0	YKT6
chr7	44621579	44622361	783	*	X06686	222068	44618762	44621827	3066	-	0	overlapStart	0	TMED4
chr7	44645964	44646783	820	*	X06687	4967	44646121	44748669	102549	+	0	overlapStart	0	OGDH
chr7	44787907	44787974	68	*	X06689	83637	44788180	44809479	21300	+	205	upstream	205	ZMIZ2
chr7	44788054	44788609	556	*	X06690	83637	44788180	44809479	21300	+	0	overlapStart	0	ZMIZ2
chr7	44835904	44836267	364	*	X06691	5478	44836241	44842716	6476	+	0	overlapStart	0	PPIA
chr7	44836458	44836805	348	*	X06692	5478	44836241	44842716	6476	+	0	inside	216	PPIA
chr7	44887232	44887824	593	*	X06694	94239	44866488	44887725	21238	-	0	overlapStart	0	H2AZ2
chr7	44887915	44888120	206	*	X06695	94239	44866488	44887725	21238	-	189	upstream	189	H2AZ2
chr7	44924893	44925669	777	*	X06696	5814	44915892	44924960	9069	-	0	overlapStart	0	PURB
chr7	45025949	45026690	742	*	X06697	285958	45022627	45026259	3633	-	0	overlapStart	0	SNHG15
chr7	45025949	45026690	742	*	X06697	677798	45024977	45025109	133	-	839	upstream	839	SNORA9
chr7	45039081	45039249	169	*	X06698	83605	45039345	45116069	76725	+	95	upstream	95	CCM2
chr7	45039323	45039687	365	*	X06699	83605	45039345	45116069	76725	+	0	overlapStart	0	CCM2
chr7	45151087	45151600	514	*	X06700	9238	45139699	45151346	11648	-	0	overlapStart	0	TBRG4
chr7	45808451	45808876	426	*	X06701	641977	45763386	45808617	45232	-	0	overlapStart	0	SEPTIN7P2
chr7	48128085	48129242	1158	*	X06711	7378	48128355	48148330	19976	+	0	overlapStart	0	UPP1
chr7	54826836	54827119	284	*	X06714	23480	54819940	54826939	7000	-	0	overlapStart	0	SEC61G
chr7	56019434	56019710	277	*	X06724	51373	56019611	56023033	3423	+	0	overlapStart	0	MRPS17
chr7	56118965	56119709	745	*	X06725	908	56119378	56131682	12305	+	0	overlapStart	0	CCT6A
chr7	56174105	56174444	340	*	X06726	51142	56169266	56174187	4922	-	0	overlapStart	0	CHCHD2
chr7	64498602	64498803	202	*	X06727	643180	64498732	64535091	36360	+	0	overlapStart	0	CCT6P3
chr7	64838699	64838879	181	*	X06728	168374	64838768	64865998	27231	+	0	overlapStart	0	ZNF92
chr7	65215851	65216153	303	*	X06729	643253	65216092	65228662	12571	+	0	overlapStart	0	CCT6P1
chr7	65235576	65235797	222	*	X06730	441242	65111924	65235797	123874	-	0	inside	0	LOC441242
chr7	65235845	65235960	116	*	X06731	441242	65111924	65235797	123874	-	47	upstream	47	LOC441242
chr7	65338240	65338563	324	*	X06732	154807	65338257	65419800	81544	+	0	overlapStart	0	VKORC1L1
chr7	65447206	65447403	198	*	X06733	2990	65425673	65447301	21629	-	0	overlapStart	0	GUSB
chr7	65540804	65540988	185	*	X06734	435	65540776	65558329	17554	+	0	inside	27	ASL
chr7	65670034	65670161	128	*	X06736	8460	65670259	65825438	155180	+	97	upstream	97	TPST1
chr7	65670331	65670464	134	*	X06737	8460	65670259	65825438	155180	+	0	inside	71	TPST1
chr7	66057210	66057506	297	*	X06739	493754	65993455	66057371	63917	-	0	overlapStart	0	GS1-124K5.11
chr7	66093866	66094199	334	*	X06740	154881	66093868	66108216	14349	+	0	overlapStart	0	KCTD7
chr7	66093866	66094199	334	*	X06740	27342	66093868	66276448	182581	+	0	overlapStart	0	RABGEF1
chr7	66093435	66093803	369	*	X06741	154881	66093868	66108216	14349	+	64	upstream	64	KCTD7
chr7	66093435	66093803	369	*	X06741	27342	66093868	66276448	182581	+	64	upstream	64	RABGEF1
chr7	66309740	66310117	378	*	X06745	729156	66274980	66309813	34834	-	0	overlapStart	0	GTF2IRD1P1
chr7	66460508	66460721	214	*	X06746	51119	66452690	66460588	7899	-	0	overlapStart	0	SBDS
chr7	66460508	66460721	214	*	X06746	55253	66461792	66704507	242716	+	1070	upstream	1070	TYW1
chr7	66461548	66461702	155	*	X06747	51119	66452690	66460588	7899	-	959	upstream	959	SBDS
chr7	66461548	66461702	155	*	X06747	55253	66461792	66704507	242716	+	89	upstream	89	TYW1
chr7	66461747	66461974	228	*	X06748	51119	66452690	66460588	7899	-	1158	upstream	1158	SBDS
chr7	66461747	66461974	228	*	X06748	55253	66461792	66704507	242716	+	0	overlapStart	0	TYW1
chr7	66767245	66767727	483	*	X06749	5382	66657747	66767429	109683	-	0	overlapStart	0	PMS2P4
chr7	66767245	66767727	483	*	X06749	64940	66767625	66786513	18889	+	0	overlapStart	0	STAG3L4
chr7	72298653	72298806	154	*	X06750	155370	72299952	72307978	8027	+	1145	upstream	1145	SBDSP1
chr7	72298653	72298806	154	*	X06750	441250	72023729	72298813	275085	-	0	inside	6	TYW1B
chr7	72298960	72299077	118	*	X06751	155370	72299952	72307978	8027	+	874	upstream	874	SBDSP1
chr7	72298960	72299077	118	*	X06751	441250	72023729	72298813	275085	-	146	upstream	146	TYW1B
chr7	72299942	72300204	263	*	X06752	155370	72299952	72307978	8027	+	0	overlapStart	0	SBDSP1
chr7	72299942	72300204	263	*	X06752	441250	72023729	72298813	275085	-	1128	upstream	1128	TYW1B
chr7	72476416	72476524	109	*	X06753	442578	72438647	72476448	37802	-	0	overlapStart	0	STAG3L3
chr7	72476565	72476752	188	*	X06754	442578	72438647	72476448	37802	-	116	upstream	116	STAG3L3
chr7	72936434	72936859	426	*	X06755	9031	72854728	72936615	81888	-	0	overlapStart	0	BAZ1B
chr7	72971358	72971863	506	*	X06756	9275	72950683	72972065	21383	-	0	inside	201	BCL7B
chr7	72992832	72993410	579	*	X06757	26608	72983277	72993013	9737	-	0	overlapStart	0	TBL2
chr7	73097636	73097950	315	*	X06758	114049	73097898	73119491	21594	+	0	overlapStart	0	BUD23
chr7	73097636	73097950	315	*	X06758	84277	73095248	73097781	2534	-	0	overlapStart	0	DNAJC30
chr7	73153485	73153576	92	*	X06760	83451	73150425	73153190	2766	-	294	upstream	294	ABHD11
chr7	73245082	73245237	156	*	X06763	1364	73245193	73247015	1823	+	0	overlapStart	0	CLDN4
chr7	73245359	73245378	20	*	X06764	1364	73245193	73247015	1823	+	0	inside	165	CLDN4
chr7	73256761	73256865	105	*	X06768	155368	73248921	73256855	7935	-	0	overlapStart	0	METTL27
chr7	73498320	73498371	52	*	X06773	3984	73498107	73536855	38749	+	0	inside	212	LIMK1
chr7	73588325	73588734	410	*	X06774	7458	73588706	73611429	22724	+	0	overlapStart	0	EIF4H
chr7	73668634	73669075	442	*	X06775	5982	73645832	73668738	22907	-	0	overlapStart	0	RFC2
chr7	73703577	73703586	10	*	X06776	7461	73703805	73820273	116469	+	218	upstream	218	CLIP2
chr7	74071567	74071981	415	*	X06783	2969	74072030	74175022	102993	+	48	upstream	48	GTF2I
chr7	74306878	74307149	272	*	X06787	442582	74298263	74306731	8469	-	146	upstream	146	STAG3L2
chr7	74306878	74307149	272	*	X06787	5383	74306894	74336166	29273	+	0	overlapStart	0	PMS2P5
chr7	74489422	74489827	406	*	X06788	81554	74456283	74489699	33417	-	0	overlapStart	0	RCC1L
chr7	74508615	74508868	254	*	X06789	389524	74508347	74565623	57277	+	0	inside	267	GTF2IRD2B
chr7	74988398	74988555	158	*	X06790	54441	74988429	75026252	37824	+	0	overlapStart	0	STAG3L1
chr7	75157367	75157697	331	*	X06792	5387	75137069	75157453	20385	-	0	overlapStart	0	PMS2P3
chr7	75368690	75368797	108	*	X06794	3092	75162619	75368283	205665	-	406	upstream	406	HIP1
chr7	75508176	75508261	86	*	X06795	57414	75508317	75518244	9928	+	55	upstream	55	RHBDD2
chr7	75508306	75508470	165	*	X06796	57414	75508317	75518244	9928	+	0	overlapStart	0	RHBDD2
chr7	75544215	75544330	116	*	X06797	100616270	75544515	75544587	73	+	184	upstream	184	MIR4651
chr7	75544215	75544330	116	*	X06797	5447	75544420	75616173	71754	+	89	upstream	89	POR
chr7	75544464	75544539	76	*	X06798	100616270	75544515	75544587	73	+	0	overlapStart	0	MIR4651
chr7	75544464	75544539	76	*	X06798	5447	75544420	75616173	71754	+	0	inside	43	POR
chr7	75623806	75623912	107	*	X06799	83862	75616155	75623992	7838	-	0	inside	79	TMEM120A
chr7	75624080	75624298	219	*	X06800	83862	75616155	75623992	7838	-	87	upstream	87	TMEM120A
chr7	75677055	75677586	532	*	X06801	4191	75677393	75695930	18538	+	0	overlapStart	0	MDH2
chr7	75677055	75677586	532	*	X06801	51657	75625655	75677321	51667	-	0	overlapStart	0	STYXL1
chr7	75988156	75988843	688	*	X06809	7532	75956108	75988342	32235	-	0	overlapStart	0	YWHAG
chr7	76091036	76091220	185	*	X06814	113878	76090972	76135312	44341	+	0	inside	63	DTX2
chr7	76139533	76139986	454	*	X06815	80761	76139745	76157199	17455	+	0	overlapStart	0	NA
chr7	76178489	76178648	160	*	X06816	100133091	76178658	76257299	78642	+	9	upstream	9	LOC100133091
chr7	76751470	76751647	178	*	X06818	57639	76751934	76924521	172588	+	286	upstream	286	CCDC146
chr7	76751972	76752001	30	*	X06819	57639	76751934	76924521	172588	+	0	inside	37	CCDC146
chr7	77166002	77166667	666	*	X06820	5782	77166773	77269388	102616	+	105	upstream	105	PTPN12
chr7	77325475	77325837	363	*	X06821	222194	77325743	77409120	83378	+	0	overlapStart	0	RSBN1L
chr7	77427709	77427841	133	*	X06822	57157	77428109	77586821	158713	+	267	upstream	267	PHTF2
chr7	77427709	77427841	133	*	X06822	85025	77423045	77427747	4703	-	0	overlapStart	0	TMEM60
chr7	77428038	77428283	246	*	X06823	57157	77428109	77586821	158713	+	0	overlapStart	0	PHTF2
chr7	77428038	77428283	246	*	X06823	85025	77423045	77427747	4703	-	290	upstream	290	TMEM60
chr7	86781530	86782149	620	*	X06826	9988	86781677	86825648	43972	+	0	overlapStart	0	DMTF1
chr7	86974650	86975042	393	*	X06827	11257	86954664	86974831	20168	-	0	overlapStart	0	TP53TG1
chr7	86974650	86975042	393	*	X06827	54677	86974951	87029112	54162	+	0	overlapStart	0	CROT
chr7	87505441	87505966	526	*	X06828	10926	87505544	87538856	33313	+	0	overlapStart	0	DBF4
chr7	87505441	87505966	526	*	X06828	55972	87463814	87505692	41879	-	0	overlapStart	0	SLC25A40
chr7	90893481	90893855	375	*	X06831	8321	90893783	90898132	4350	+	0	overlapStart	0	FZD1
chr7	91509987	91510078	92	*	X06832	7978	91431460	91510016	78557	-	0	overlapStart	0	MTERF1
chr7	91510158	91510299	142	*	X06833	7978	91431460	91510016	78557	-	141	upstream	141	MTERF1
chr7	91570010	91570246	237	*	X06834	10142	91570189	91739987	169799	+	0	overlapStart	0	AKAP9
chr7	92157784	92158152	369	*	X06836	5189	92116337	92157845	41509	-	0	overlapStart	0	PEX1
chr7	92157784	92158152	369	*	X06836	84060	92158087	92167319	9233	+	0	overlapStart	0	RBM48
chr7	95951398	95951569	172	*	X06837	10165	95749532	95951459	201928	-	0	overlapStart	0	SLC25A13
chr7	97736107	97736200	94	*	X06839	22853	97736197	97838944	102748	+	0	overlapStart	0	LMTK2
chr7	97881198	97881769	572	*	X06840	25851	97844755	97881563	36809	-	0	overlapStart	0	TECPR1
chr7	98030298	98030469	172	*	X06842	55971	97920962	98030427	109466	-	0	overlapStart	0	BAIAP2L1
chr7	98741749	98741937	189	*	X06845	57154	98625058	98741743	116686	-	5	upstream	5	SMURF1
chr7	98805646	98805883	238	*	X06846	402569	98771197	98805089	33893	-	556	upstream	556	KPNA7
chr7	98923297	98923687	391	*	X06849	10552	98923496	98985884	62389	+	0	overlapStart	0	ARPC1A
chr7	99006224	99006681	458	*	X06850	11333	98992298	99006305	14008	-	0	overlapStart	0	PDAP1
chr7	99006224	99006681	458	*	X06850	8896	99006592	99017239	10648	+	0	overlapStart	0	BUD31
chr7	99036312	99036568	257	*	X06851	10898	99036563	99054996	18434	+	0	overlapStart	0	CPSF4
